ticker,valid_date,yes_settlement,nws_t24_forecast_high_f,nws_t24_forecast_low_f,nws_t24_precip_prob,nws_t24_humidity_pct,nws_t12_forecast_high_f,nws_t12_forecast_low_f,nws_t12_precip_prob,nws_t12_humidity_pct,nws_t6_forecast_high_f,nws_t6_forecast_low_f,nws_t6_precip_prob,nws_t6_humidity_pct,nws_t3_forecast_high_f,nws_t3_forecast_low_f,nws_t3_precip_prob,nws_t3_humidity_pct,ow_t24_forecast_high_f,ow_t24_forecast_low_f,ow_t24_precip_prob,ow_t24_humidity_pct,ow_t12_forecast_high_f,ow_t12_forecast_low_f,ow_t12_precip_prob,ow_t12_humidity_pct,ow_t6_forecast_high_f,ow_t6_forecast_low_f,ow_t6_precip_prob,ow_t6_humidity_pct,ow_t3_forecast_high_f,ow_t3_forecast_low_f,ow_t3_precip_prob,ow_t3_humidity_pct,day_of_year,month,clim_mean_high,clim_std_high
HIGHNY-24JAN17-B28.5,2024-01-18,0,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,18.0,1.0,39.0,8.0
HIGHNY-24JAN17-B24.5,2024-01-18,1,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,23.86,23.86,,,18.0,1.0,39.0,8.0
HIGHNY-24JAN18-B31.5,2024-01-19,0,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN18-T29,2024-01-19,0,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN18-B35.5,2024-01-19,0,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN18-T36,2024-01-19,0,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN18-B29.5,2024-01-19,0,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN18-B33.5,2024-01-19,1,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,30.13,30.13,,,19.0,1.0,39.0,8.0
HIGHNY-24JAN19-B32.5,2024-01-20,1,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN19-T28,2024-01-20,0,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN19-B34.5,2024-01-20,0,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN19-T35,2024-01-20,0,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN19-B28.5,2024-01-20,0,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN19-B30.5,2024-01-20,0,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,17.71,17.71,,,20.0,1.0,39.0,8.0
HIGHNY-24JAN20-T27,2024-01-21,0,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN20-T20,2024-01-21,0,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN20-B20.5,2024-01-21,0,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN20-B22.5,2024-01-21,0,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN20-B24.5,2024-01-21,0,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN20-B26.5,2024-01-21,1,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,19.63,19.63,,,21.0,1.0,39.0,8.0
HIGHNY-24JAN21-B29.5,2024-01-22,0,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN21-T27,2024-01-22,0,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN21-B27.5,2024-01-22,0,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN21-B33.5,2024-01-22,0,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN21-T34,2024-01-22,0,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN21-B31.5,2024-01-22,1,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,25.32,25.32,,,22.0,1.0,39.0,8.0
HIGHNY-24JAN22-B39.5,2024-01-23,0,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN22-B41.5,2024-01-23,0,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN22-T42,2024-01-23,0,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN22-B35.5,2024-01-23,0,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN22-B37.5,2024-01-23,1,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN22-T35,2024-01-23,0,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,35.8,35.8,,,23.0,1.0,39.0,8.0
HIGHNY-24JAN23-B42.5,2024-01-24,0,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN23-T36,2024-01-24,0,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN23-B36.5,2024-01-24,0,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN23-B38.5,2024-01-24,0,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN23-B40.5,2024-01-24,1,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN23-T43,2024-01-24,0,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,38.97,38.97,,,24.0,1.0,39.0,8.0
HIGHNY-24JAN24-B43.5,2024-01-25,0,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN24-B37.5,2024-01-25,0,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN24-B39.5,2024-01-25,0,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN24-B41.5,2024-01-25,0,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN24-T37,2024-01-25,0,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN24-T44,2024-01-25,1,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,51.39,51.39,,,25.0,1.0,39.0,8.0
HIGHNY-24JAN25-B50.5,2024-01-26,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN25-B48.5,2024-01-26,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN25-T48,2024-01-26,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN25-B52.5,2024-01-26,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN25-B54.5,2024-01-26,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN25-T55,2024-01-26,1,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,26.0,1.0,39.0,8.0
HIGHNY-24JAN26-T49,2024-01-27,0,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN26-T42,2024-01-27,0,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN26-B42.5,2024-01-27,0,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN26-B44.5,2024-01-27,0,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN26-B46.5,2024-01-27,1,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN26-B48.5,2024-01-27,0,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,42.8,42.8,,,27.0,1.0,39.0,8.0
HIGHNY-24JAN27-B46.5,2024-01-28,0,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN27-T44,2024-01-28,0,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN27-B50.5,2024-01-28,0,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN27-T51,2024-01-28,0,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN27-B44.5,2024-01-28,0,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN27-B48.5,2024-01-28,1,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,38.98,38.98,,,28.0,1.0,39.0,8.0
HIGHNY-24JAN28-T44,2024-01-29,0,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN28-B37.5,2024-01-29,0,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN28-T37,2024-01-29,0,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN28-B39.5,2024-01-29,0,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN28-B41.5,2024-01-29,0,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN28-B43.5,2024-01-29,1,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,36.75,36.75,,,29.0,1.0,39.0,8.0
HIGHNY-24JAN29-B42.5,2024-01-30,0,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN29-T38,2024-01-30,0,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN29-B38.5,2024-01-30,0,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN29-T45,2024-01-30,0,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN29-B40.5,2024-01-30,1,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN29-B44.5,2024-01-30,0,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,34.81,34.81,,,30.0,1.0,39.0,8.0
HIGHNY-24JAN30-T40,2024-01-31,0,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN30-T33,2024-01-31,0,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN30-B33.5,2024-01-31,0,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN30-B35.5,2024-01-31,0,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN30-B37.5,2024-01-31,1,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN30-B39.5,2024-01-31,0,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,34.95,34.95,,,31.0,1.0,39.0,8.0
HIGHNY-24JAN31-B41.5,2024-02-01,0,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24JAN31-T37,2024-02-01,0,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24JAN31-B43.5,2024-02-01,0,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24JAN31-T44,2024-02-01,0,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24JAN31-B37.5,2024-02-01,0,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24JAN31-B39.5,2024-02-01,1,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,35.76,35.76,,,32.0,2.0,42.0,9.0
HIGHNY-24FEB01-B47.5,2024-02-02,0,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB01-B51.5,2024-02-02,0,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB01-T52,2024-02-02,0,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB01-T45,2024-02-02,0,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB01-B45.5,2024-02-02,1,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB01-B49.5,2024-02-02,0,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,42.33,42.33,,,33.0,2.0,42.0,9.0
HIGHNY-24FEB02-B43.5,2024-02-03,0,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB02-T41,2024-02-03,0,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB02-B47.5,2024-02-03,0,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB02-T48,2024-02-03,0,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB02-B41.5,2024-02-03,0,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB02-B45.5,2024-02-03,1,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,32.61,32.61,,,34.0,2.0,42.0,9.0
HIGHNY-24FEB03-B42.5,2024-02-04,1,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB03-T38,2024-02-04,0,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB03-T45,2024-02-04,0,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB03-B38.5,2024-02-04,0,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB03-B40.5,2024-02-04,0,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB03-B44.5,2024-02-04,0,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,30.38,30.38,,,35.0,2.0,42.0,9.0
HIGHNY-24FEB04-B44.5,2024-02-05,0,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
HIGHNY-24FEB04-B40.5,2024-02-05,0,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
HIGHNY-24FEB04-T40,2024-02-05,0,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
HIGHNY-24FEB04-T47,2024-02-05,0,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
HIGHNY-24FEB04-B42.5,2024-02-05,0,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
HIGHNY-24FEB04-B46.5,2024-02-05,1,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,32.04,32.04,,,36.0,2.0,42.0,9.0
